GIFT_ID,PERIOD_START,PERIOD_END,GIFT,RECIPIENT_FIRST_NAME,RECIPIENT_LAST_NAME,RECIPIENT_TITLE,VALUE,DEPARTMENT,LOBBYIST_ID,LOBBYIST_FIRSTNAME,LOBBYIST_LASTNAME,CREATED_DATE
1081,2012-10-01T00:00:00,2012-12-31T00:00:00,none,Morgan,Bassey,President/CEO,0,FINANCE,7901,Morgan,Bassey,2013-01-19T00:00:00
337,2012-01-01T00:00:00,2012-06-30T00:00:00,breakfast,Brendan,Reilly,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00
964,2012-10-01T00:00:00,2012-12-31T00:00:00,none,none,none,none,0,MAYORS OFFICE,9209,Jean-Francois,Decaux,2013-01-15T00:00:00
443,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Lois,Scott,Ms.,40,MAYORS OFFICE,9561,Peter,Bynoe,2012-10-12T00:00:00
483,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Lois,Scott,CFO,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00
449,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Rahm,Emanuel,Mayor,40,MAYORS OFFICE,9562,James,Reynolds,2012-10-12T00:00:00
448,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Melanie,Shaker,Ms.,40,CHICAGO PUBLIC SCHOOLS,9562,James,Reynolds,2012-10-12T00:00:00
1303,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Steven,Ginsberg,Attorney,0,PARK DISTRICT,11275,Steven,Ginsberg,2013-04-16T00:00:00
1301,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Steven,Ginsberg,Attorney,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-04-16T00:00:00
1483,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-07-06T00:00:00
1540,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,O'Shea,Matt,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1538,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Thomas,Latasha,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1525,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Burns,Will,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1563,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Reilly,Brendan,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1552,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Suarez,Ray,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1550,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Graham,Deborah,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1201,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Courtney,Knight,MD,0,BOARD OF ETHICS,11373,Courtney,Knight,2013-04-02T00:00:00
1621,2013-04-01T00:00:00,2013-06-30T00:00:00,Dinner,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-07-15T00:00:00
1741,2013-04-01T00:00:00,2013-06-30T00:00:00,group lunch,Tom,Stevens,Manager of Parking,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00
1841,2013-07-01T00:00:00,2013-09-30T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2013-10-09T00:00:00
1163,2012-10-01T00:00:00,2012-12-31T00:00:00,cookies,Jeremy,Fine,Asst Compt,35,FINANCE,11806,Stephen,Friedman,2013-02-11T00:00:00
2021,2013-10-01T00:00:00,2013-12-31T00:00:00,Lunch,Will,Burns,Alderman,33.85,CITY COUNCIL / ALDERMEN,15306,COURTNEY,NOTTAGE,2014-01-07T00:00:00
2152,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Dinah,Wayne,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00
1644,2013-04-01T00:00:00,2013-06-30T00:00:00,Dinner,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00
1642,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Mary,O'Connor,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00
2327,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Andrew,Mooney,Commissioner,45,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00
2982,2014-07-01T00:00:00,2014-09-30T00:00:00,0,Edward,Ebertsch,Fleet Manager,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-10-20T00:00:00
2166,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Bill,Povala,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15686,Virginia,Pace,2014-01-16T00:00:00
2581,2014-04-01T00:00:00,2014-06-30T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-07-02T00:00:00
2268,2013-10-01T00:00:00,2013-12-31T00:00:00,none,Deborah,Hill,Attorney,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00
2270,2012-10-01T00:00:00,2012-12-31T00:00:00,0,none,none,none,0,PARK DISTRICT,17328,Steven,Ginsberg,2014-01-22T00:00:00
2441,2014-01-01T00:00:00,2014-03-31T00:00:00,Luncheon,Debra,Silverstein,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00
2681,2014-04-01T00:00:00,2014-06-30T00:00:00,meal,Brendan,Reilly,Alderman,35,CITY COUNCIL / ALDERMEN,17548,Richard,Erickson,2014-07-21T00:00:00
2841,2014-07-01T00:00:00,2014-09-30T00:00:00,book,Ed,Burke,Alderman,20,CITY COUNCIL / ALDERMEN,17769,William,Filan,2014-10-08T00:00:00
2642,2014-04-01T00:00:00,2014-06-30T00:00:00,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,19703,COURTNEY,NOTTAGE,2014-07-16T00:00:00
2881,2014-07-01T00:00:00,2014-09-30T00:00:00,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,20682,COURTNEY,NOTTAGE,2014-10-14T00:00:00
3114,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Lawrence,Grisham,Deputy Comissioner,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3111,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Kari,Saba,VP Management,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3101,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Ed,Ellis,Assistant Commissioner,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00
3247,2015-01-01T00:00:00,2015-03-31T00:00:00,Breakfast,Margaret,Laurino,Alderman,10,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
3245,2015-01-01T00:00:00,2015-03-31T00:00:00,Lunch,Tom,Tunney,Alderman,23,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
3262,2015-01-01T00:00:00,2015-03-31T00:00:00,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,24443,COURTNEY,NOTTAGE,2015-04-20T00:00:00
3341,2015-04-01T00:00:00,2015-06-30T00:00:00,None,None,None,None,0,BUILDINGS,22513,John,Suzuki,2015-07-10T00:00:00
3401,2015-04-01T00:00:00,2015-06-30T00:00:00,bottle 3G tequila,Staffers,Unknown,25th Ward Aldermanic Office,20,CITY COUNCIL / ALDERMEN,22701,Kara,Salgado,2015-07-15T00:00:00
1862,2013-07-01T00:00:00,2013-09-30T00:00:00,Lunch,Mary,O�Connor,Alderman,20,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-10-18T00:00:00
3384,2015-04-01T00:00:00,2015-06-30T00:00:00,Breakfast,Michelle,Smith,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00
3423,2015-04-01T00:00:00,2015-06-30T00:00:00,refreshments and lunch,Bill,Yeh,Assistant Principal,22.47,CHICAGO PUBLIC SCHOOLS,22743,Olga,Gutierrez,2015-07-16T00:00:00
3381,2015-04-01T00:00:00,2015-06-30T00:00:00,Breakfast,Brian,Hopkins,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00
3383,2015-04-01T00:00:00,2015-06-30T00:00:00,Breakfast,Raymond,Lopez,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00
3385,2015-04-01T00:00:00,2015-06-30T00:00:00,Lunch,Raymond,Lopez,Alderman,18.38,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00
3421,2015-04-01T00:00:00,2015-06-30T00:00:00,refreshments and lunch,Joanna,Hazelden,Branch Manager,22.47,LIBRARY,22743,Olga,Gutierrez,2015-07-16T00:00:00
3422,2015-04-01T00:00:00,2015-06-30T00:00:00,refreshments and lunch,Stephen,Tow,Technology Coordinator,22.47,CHICAGO PUBLIC SCHOOLS,22743,Olga,Gutierrez,2015-07-16T00:00:00
3425,2015-04-01T00:00:00,2015-06-30T00:00:00,refreshments and lunch,Harry,Osterman,Alderman of the 48th Ward,22.47,CITY COUNCIL / ALDERMEN,22743,Olga,Gutierrez,2015-07-16T00:00:00
3382,2015-04-01T00:00:00,2015-06-30T00:00:00,Breakfast,Patrick,Thompson,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00
3321,2015-04-01T00:00:00,2015-06-30T00:00:00,none,none,none,none,0,AVIATION,23053,Eric,Locke,2015-07-07T00:00:00
3301,2015-04-01T00:00:00,2015-06-30T00:00:00,N/A,N/A,N/A,N/A,0,FINANCE,22394,Morgan,Bassey,2015-07-01T00:00:00
3424,2015-04-01T00:00:00,2015-06-30T00:00:00,refreshments and lunch,Karen,Dreyfuss,48th Ward Education Liaison,22.47,CITY COUNCIL / ALDERMEN,22743,Olga,Gutierrez,2015-07-16T00:00:00
3441,2015-01-01T00:00:00,2015-03-31T00:00:00,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,27382,COURTNEY,NOTTAGE,2015-09-04T00:00:00
3481,2015-07-01T00:00:00,2015-09-30T00:00:00,N/A,N/A,N/A,N/A,0,FINANCE,22394,Morgan,Bassey,2015-09-28T00:00:00
3501,2015-07-01T00:00:00,2015-09-30T00:00:00,None,None,None,None,0,BUILDINGS,22513,John,Suzuki,2015-09-30T00:00:00
3528,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Jason,Ervin,28th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3522,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Greg,Mitchell,9th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3527,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Howard,Brookins,21st Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3529,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Tom,Foulkes,16th ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3523,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Walter,Burnett,27th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3521,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Roderick,Sawyers,6th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3531,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,David,Moore,17th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3525,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,"Michael, Jr.",Scott,24th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3526,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Will,Burns,4th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3524,2015-07-01T00:00:00,2015-09-30T00:00:00,Luncg,Leslie,Hairston,5th Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3530,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Pat,Dowell,3rd Ward,129.58,CITY COUNCIL / ALDERMEN,22364,James,Sullivan,2015-10-05T00:00:00
3542,2015-01-01T00:00:00,2015-03-31T00:00:00,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,27863,COURTNEY,NOTTAGE,2015-10-09T00:00:00
3541,2015-07-01T00:00:00,2015-09-30T00:00:00,meal,Adam,Gypalo,chief of staff,8.95,CITY COUNCIL / ALDERMEN,22936,Richard,Erickson,2015-10-09T00:00:00
3543,2015-07-01T00:00:00,2015-09-30T00:00:00,none,none,None,none,0,AVIATION,23053,Eric,Locke,2015-10-13T00:00:00
3545,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Anthony,Napolitano,Alderman,10.87,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-10-14T00:00:00
3544,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Michael,Zalewksi,Alderman,42.28,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-10-14T00:00:00
3561,2015-07-01T00:00:00,2015-09-30T00:00:00,lunch,William,Burns,Alderman,23.4,CITY COUNCIL / ALDERMEN,27875,Jaclene,Robinson-Ivy,2015-10-19T00:00:00
3608,2015-07-01T00:00:00,2015-09-30T00:00:00,Luncg,Leslie,Hairston,5th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3609,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Walter,Burnett,27th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3610,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Roderick,Sawyers,6th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3601,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Howard,Brookins,21st Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3605,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,David,Moore,17th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3603,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,"Michael, Jr.",Scott,24th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3607,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Jason,Ervin,28th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3606,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Will,Burns,4th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3602,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Greg,Mitchell,9th Ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3604,2015-07-01T00:00:00,2015-09-30T00:00:00,Lunch,Tom,Foulkes,16th ward,129.58,CITY COUNCIL / ALDERMEN,28021,James,Sullivan,2015-10-23T00:00:00
3622,2015-07-01T00:00:00,2015-09-30T00:00:00,0,none,none,none,0,WATER MANAGEMENT,26681,Jonathan,Meckstroth,2015-10-26T00:00:00
3641,2015-10-01T00:00:00,2015-12-31T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,22394,Morgan,Bassey,2016-01-04T00:00:00
3661,2015-10-01T00:00:00,2015-12-31T00:00:00,Lunch,Will,Burns,Alderman,18.47,CITY COUNCIL / ALDERMEN,27863,COURTNEY,NOTTAGE,2016-01-05T00:00:00
3681,2015-10-01T00:00:00,2015-12-31T00:00:00,None,None,None,None,0,BUILDINGS,29301,John,Suzuki,2016-01-08T00:00:00
3701,2015-10-01T00:00:00,2015-12-31T00:00:00,Candy,Edith,Stinson,Staff Assist.,10,FINANCE,22996,Constance,Zaio,2016-01-18T00:00:00
3702,2015-10-01T00:00:00,2015-12-31T00:00:00,Candy,Carl,Erickson,Admin,10,CITY COUNCIL / ALDERMEN,22996,Constance,Zaio,2016-01-18T00:00:00
3741,2015-10-01T00:00:00,2015-12-31T00:00:00,0,Andrew,Cubria,Assistant Vice President,0,FINANCE,23741,Andrew,Cubria,2016-01-20T00:00:00
3761,2015-10-01T00:00:00,2015-12-31T00:00:00,book,Ed,Burke,Ald,20,CITY COUNCIL / ALDERMEN,28201,William,Filan,2016-01-22T00:00:00
3781,2015-10-01T00:00:00,2015-12-31T00:00:00,none,none,none,none,0,AVIATION,23053,Eric,Locke,2016-01-26T00:00:00
501,2012-07-01T00:00:00,2012-09-30T00:00:00,xxx,xxx,xx,x,0,ADMINISTRATIVE HEARINGS,9584,Adrienne,Jones,2012-10-18T00:00:00
3124,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,George,Cronvich,Analyst,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
2242,2013-10-01T00:00:00,2013-12-31T00:00:00,Lunch,Tim,Cullerton,Alderman,28.31,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2014-01-20T00:00:00
3119,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Don,Oshita,Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00
2244,2013-10-01T00:00:00,2013-12-31T00:00:00,Luncheon,Tim,Cullerton,Alderman,50,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2014-01-20T00:00:00
2162,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Don,Oshita,Mr.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00
1087,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,LAW DEPARTMENT,9344,Nathan,Lopp,2013-01-21T00:00:00
1141,2012-10-01T00:00:00,2012-12-31T00:00:00,--------,------------,---------,------------,0,FLEET & FACILITY MANAGEMENT,5877,Robert,Degnan,2013-01-31T00:00:00
541,2012-07-01T00:00:00,2012-09-30T00:00:00,None,None,None,None,0,MAYORS OFFICE,5997,Pat,Doerr,2012-10-20T00:00:00
2364,2014-01-01T00:00:00,2014-03-31T00:00:00,bottle of sponsor tequila,Joe,Moreno,Alderman,20,CITY COUNCIL / ALDERMEN,17592,Kara,Salgado,2014-03-31T00:00:00
3140,2014-10-01T00:00:00,2014-12-31T00:00:00,0,Gerald,Hollowell,Director,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,17032,Michele,Nelson,2015-01-19T00:00:00
1090,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,LAW DEPARTMENT,9344,Nathan,Lopp,2013-01-21T00:00:00
323,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00
3128,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Don,Oshita,Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
930,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Jessica,Duarte,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00
2241,2013-10-01T00:00:00,2013-12-31T00:00:00,Lunch,Carrie,Austin,Alderman,45,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2014-01-20T00:00:00
1091,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9344,Nathan,Lopp,2013-01-21T00:00:00
3248,2015-01-01T00:00:00,2015-03-31T00:00:00,Breakfast,Mary,O'Connor,Alderman,10,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
2163,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Kari,Saba,Ms.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00
928,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Bill,Povala,Mr.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00
502,2012-07-01T00:00:00,2012-09-30T00:00:00,xxx,xxx,xx,x,0,ADMINISTRATIVE HEARINGS,9584,Adrienne,Jones,2012-10-18T00:00:00
929,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Barbara,Taylor,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00
386,2012-07-01T00:00:00,2012-09-30T00:00:00,Flowers,Rachelle,Hendele,Program Manager,50,INNOVATION & TECHNOLOGY,9341,Joseph,Kyle,2012-10-10T00:00:00
1086,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9344,Nathan,Lopp,2013-01-21T00:00:00
1184,2013-01-01T00:00:00,2013-03-31T00:00:00,N/A,Charlotte,Knight-Marshall,Principal,0,FINANCE,11642,Charlotte,Knight-Marshall,2013-04-01T00:00:00
1801,2013-07-01T00:00:00,2013-09-30T00:00:00,0,N/A,N/A,N/A,0,FINANCE,11642,Charlotte,Knight-Marshall,2013-08-30T00:00:00
23,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00
2161,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Chip,Hastings,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,12776,Margaret,Tinucci,2014-01-16T00:00:00
481,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Jeremy,Fine,Dep. Comptroller,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00
927,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Michelle,Nolan,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6981,Margaret,Tinucci,2013-01-14T00:00:00
1089,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9344,Nathan,Lopp,2013-01-21T00:00:00
2164,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Tim,Veenstra,Mr.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00
1088,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Nathan,Lopp,MD Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9344,Nathan,Lopp,2013-01-21T00:00:00
268,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Mark,Angelson,dputy mayor,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00
3110,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,George,Cronvich,Analyst,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3841,2016-01-01T00:00:00,2016-03-31T00:00:00,none,jeff,rock,VP enforcement sales,0,FINANCE,30055,Jeff,Rock,2016-04-04T00:00:00
3881,2016-01-01T00:00:00,2016-03-31T00:00:00,N/A,N/A,N/A,N/A,0,FINANCE,29744,Morgan,Bassey,2016-04-07T00:00:00
3901,2016-01-01T00:00:00,2016-03-31T00:00:00,N/A,Brittany,Peterson,Mrs,0,BOARD OF ETHICS,29402,Brittany,Peterson,2016-04-11T00:00:00
3921,2016-01-01T00:00:00,2016-03-31T00:00:00,0,DANIEL,SOLIS,ALDEMAN,0,ZONING COMMITTEE,31282,Efrain,Elias,2016-04-15T00:00:00
3941,2016-01-01T00:00:00,2016-03-31T00:00:00,Breakfast meeting,Miriam,Martinez,Chief Investment Officer,40,CITY TREASURER,30056,Stacy,Stoll,2016-04-18T00:00:00
3961,2016-01-01T00:00:00,2016-03-31T00:00:00,N/A,Margaret,Anderson,Partner,20000,TRANSPORTATION,30465,Margaret,Anderson,2016-04-18T00:00:00
3943,2016-01-01T00:00:00,2016-03-31T00:00:00,Breakfast meeting,George,Helding,Special Assistant to the City Treasurer,40,CITY TREASURER,30056,Stacy,Stoll,2016-04-18T00:00:00
3942,2016-01-01T00:00:00,2016-03-31T00:00:00,Breakfast meeting,Luis,Frausto,Assistant City Treasurer,40,CITY TREASURER,30056,Stacy,Stoll,2016-04-18T00:00:00
3984,2016-01-01T00:00:00,2016-03-31T00:00:00,meal/drinks,Adam,Gypalo,COS,30,CITY COUNCIL / ALDERMEN,29381,Michael,Reever,2016-04-19T00:00:00
3986,2016-01-01T00:00:00,2016-03-31T00:00:00,meal,ray,lopez,alderman,17,CITY COUNCIL / ALDERMEN,29381,Michael,Reever,2016-04-19T00:00:00
3985,2016-01-01T00:00:00,2016-03-31T00:00:00,meal,michael,scott,alderman,45,CITY COUNCIL / ALDERMEN,29381,Michael,Reever,2016-04-19T00:00:00
4001,2016-01-01T00:00:00,2016-03-31T00:00:00,0,Anthony,Guest,Political Coodinator,0,CITY COUNCIL / ALDERMEN,30269,Anthony,Guest,2016-04-25T00:00:00
4021,2016-01-01T00:00:00,2016-03-31T00:00:00,None,None,None,None,0,BUILDINGS,29301,John,Suzuki,2016-05-02T00:00:00
4041,2016-01-01T00:00:00,2016-03-31T00:00:00,N/A,Margaret,Anderson,Partner,20000,TRANSPORTATION,33961,Margaret,Anderson,2016-06-09T00:00:00
4061,2016-01-01T00:00:00,2016-03-31T00:00:00,N/A,Margaret,Anderson,Partner,20000,TRANSPORTATION,34001,Margaret,Anderson,2016-06-10T00:00:00
4081,2016-04-01T00:00:00,2016-06-30T00:00:00,0,Anthony,Guest,Political Coordinatoor,0,CITY COUNCIL / ALDERMEN,30269,Anthony,Guest,2016-06-30T00:00:00
4121,2016-04-01T00:00:00,2016-06-30T00:00:00,N/A,N/A,N/A,N/A,0,FINANCE,29744,Morgan,Bassey,2016-07-06T00:00:00
